gene	log2FoldChange	padj
Gene10443	-1.018126021	0.125168342
Gene10444	-0.822815842	0.017242963
Gene10445	-0.472450777	0.126063346
Gene10446	-0.245605588	0.138876194
Gene10447	-0.767446146	0.059174371
Gene10448	-1.311696052	0.465440673
Gene10449	-3.119593956	0.0049729
Gene10450	-0.460296241	0.292995486
Gene10451	-0.056727985	0.795151044
Gene10452	-0.523856383	0.133652172
Gene10453	-0.400751966	0.453188587
Gene10454	-0.169188477	0.518025978
Gene10455	-0.183871081	0.380983916
Gene10456	-0.275344816	0.643030046
Gene10457	-0.141809893	0.486369062
Gene10458	-0.566845059	0.265760601
Gene10459	-0.670917054	0.251998199
Gene10460	-0.270344979	0.253079964
Gene10461	-0.089766035	0.610020342
Gene10462	-0.007555577	0.990721498
Gene10463	-0.20246833	0.572883369
Gene10464	-0.159959894	0.599382562
Gene10465	-0.146136964	0.659459201
Gene10466	-1.031547769	0.132764611
Gene10467	-0.048145871	0.863486953
Gene10468	-0.311675361	0.558483747
Gene10469	-0.42134043	0.079912335
Gene10470	-0.268587913	0.610527714
Gene10471	-0.523135327	0.164529925
Gene10472	-0.547811665	0.124748031
Gene10473	-0.665378008	0.214801108
Gene10474	-0.004628254	0.992058216
Gene10475	-0.040368717	0.854059975
Gene10476	-0.641791278	0.021323151
Gene10477	-0.234945038	0.447476942
Gene10478	-0.635668128	0.015812364
Gene10479	-0.536538163	0.125776061
Gene10480	-0.166659468	0.636790912
Gene10481	-0.010712981	0.970908969
Gene10482	-0.510506483	0.149991705
Gene10483	-0.591068221	0.144529049
Gene10484	-1.010224697	1
Gene10485	-0.596873453	0.090124195
Gene10486	-0.614916825	0.003222324
Gene10487	-0.029022646	0.945771951
Gene10488	-0.015818762	0.964645068
Gene10489	-0.5728613	0.11177576
Gene10490	-0.769779448	0.101567081
Gene10491	-0.674789011	0.052292062
Gene10492	-0.215084663	0.310312902
Gene10493	-0.061920251	0.916883182
Gene10494	-1.12179713	0.619399933
Gene10495	-0.364128736	0.461554105
Gene10496	-0.065112212	0.75824628
Gene10497	-1.476967194	0.214623612
Gene10498	-0.207133007	0.388845948
Gene10499	-0.658786227	0.834895277
Gene10500	-0.027147027	0.906099055
Gene10501	-0.286584709	0.301592903
Gene10502	-2.152326392	0.144817545
Gene10503	-0.040825835	0.807746117
Gene10504	-0.180217893	0.606899179
Gene10505	-0.398158366	0.641985633
Gene10506	-0.273511819	0.622649528
Gene10507	-0.230653178	0.366918686
Gene10508	-1.154454961	0.398283213
Gene10509	-0.269560774	0.41974529
Gene10510	-0.182476631	0.769417719
Gene10511	-0.45324802	0.124509563
Gene10512	-4.289708283	0.001170497
Gene10513	-0.658786227	0.834895277
Gene10514	-0.23353022	0.642000494
Gene10515	-1.520227067	0.045746778
Gene10516	-0.517014603	0.120303694
Gene10517	-0.606158656	0.172014171
Gene10518	-0.006288549	0.98638045
Gene10519	-0.19913635	0.746264818
Gene10520	-0.241100314	0.83716031
Gene10521	-0.061063651	0.893290096
Gene10522	-0.689767685	0.026379275
Gene10523	-0.055708513	0.767357173
Gene10524	-0.306981761	0.504589049
Gene10525	-1.072314523	0.008119725
Gene10526	-0.204494987	0.449308688
Gene10527	-0.064141865	0.814912982
Gene10528	-0.18760505	0.59275192
Gene10529	-0.460034282	0.230891113
Gene10530	-0.137461342	0.684209844
Gene10531	-0.01528034	0.949800752
Gene10532	-0.220177468	0.710725687
Gene10533	-0.396885252	0.384430143
Gene10534	-0.396089067	0.235440881
Gene10535	-0.260057451	5.92E-01
Gene10536	-1.362317201	0.191910264
Gene10537	-0.043840869	0.86033396
Gene10538	-0.591504333	0.276453362
Gene10539	-1.31073144	0.091619263
Gene10540	-1.349908515	1
Gene10541	-1.508534535	0.018810158
Gene10542	-0.04448824	0.885203762
Gene10543	-0.474594333	0.196042074
Gene10544	-0.375629297	0.169131338
Gene10545	-0.469530889	0.131956959
Gene10546	-0.204694159	0.328480231
Gene10547	-0.009943946	0.975531163
Gene10548	-0.102865367	0.860999484
Gene10549	-0.038573577	0.837179944
Gene10550	-0.12160503	0.619925
Gene10551	-0.185460733	0.598593785
Gene10552	-0.278576296	0.412925718
Gene10553	-0.296620471	0.123495203
Gene10554	-0.083098076	0.798319382
Gene10555	-0.061848618	0.901467148
Gene10556	-0.065382649	0.849249932
Gene10557	-1.78181358	0.008334507
Gene10558	-0.575866764	0.068076621
Gene10559	-0.066702532	0.749755374
Gene10560	-0.572648811	0.041932514
Gene10561	-0.823609321	0.059855805
Gene10562	-0.721844985	0.03738315
Gene10563	-0.262387637	0.337306748
Gene10564	-0.357677299	0.13395105
Gene10565	-0.851676933	0.039174874
Gene10566	-0.267043993	0.479621366
Gene10567	-0.233440858	0.581631229
Gene10568	-0.094317388	0.6276417
Gene10569	-2.134444219	0.293049342
Gene10570	-0.448557578	0.524918827
Gene10571	-0.922641938	0.012023321
Gene10572	-2.009782822	0.008677536
Gene10573	-1.831640772	0.363539548
Gene10574	-0.052288907	0.868093133
Gene10575	-0.029337225	0.868756835
Gene10576	-0.011843265	0.963457928
Gene10577	-0.239025348	0.296234652
Gene10578	-0.126390604	0.58975267
Gene10579	-0.144581755	0.6110896
Gene10580	-1.250948188	0.421433209
Gene10581	-0.255444274	0.331583605
Gene10582	-0.017086863	0.959395711
Gene10583	-0.126338155	0.449935078
Gene10584	-1.77664641	0.01164864
Gene10585	-1.293055408	0.681928814
Gene10586	-0.7673731	0.062072399
Gene10587	-0.771597517	0.394150071
Gene10588	-0.065594103	0.894098175
Gene10589	-0.183079134	0.332225333
Gene10590	-0.257816813	0.546875918
Gene10591	-0.485842351	0.128261736
Gene10592	-0.421580972	0.157644232
Gene10593	-1.462688702	0.642525539
Gene10594	-0.104866369	0.598188889
Gene10595	-0.459456437	0.350568467
Gene10596	-0.701558056	0.046937252
Gene10597	-0.213408901	0.555736995
Gene10598	-0.145648328	0.733870536
Gene10599	-0.196061252	0.388004097
Gene10600	-1.123670527	0.101182428
Gene10601	-1.209361231	0.003935839
Gene10602	-1.353686409	0.458586016
Gene10603	-1.019469979	0.257850291
Gene10604	-0.658786227	0.834895277
Gene10605	-0.612125451	0.09992358
Gene10606	-0.391399671	0.22119138
Gene10607	-0.056994444	0.787488127
Gene10608	-0.249478298	0.483808055
Gene10609	-0.745581903	0.040622107
Gene10610	-0.411980416	0.431026558
Gene10611	-0.820408236	0.625859416
Gene10612	-0.27788571	0.169719871
Gene10613	-0.362173668	0.157402123
Gene10614	-0.099632262	0.669969779
Gene10615	-0.272002832	0.554410381
Gene10616	-2.156028062	0.234106858
Gene10617	-0.361079539	0.393972963
Gene10618	-0.090693124	0.807060012
Gene10619	-0.067361207	0.825674938
Gene10620	-0.075251541	0.896867673
Gene10621	-0.596317455	0.078446766
Gene10622	-0.037019849	0.889911067
Gene10623	-0.754920528	0.031026524
Gene10624	-0.79385193	0.51615927
Gene10625	-0.189405813	0.370736795
Gene10626	-0.088958443	0.801716932
Gene10627	-0.99238631	0.060620931
Gene10628	-0.252204616	0.377350055
Gene10629	-0.172871245	0.394992219
Gene10630	-1.013582906	0.000279371
Gene10631	-0.33254306	0.533858567
Gene10632	-0.716439893	0.331746647
Gene10633	-0.016827526	0.968421621
Gene10634	-0.189962476	0.686167914
Gene10635	-0.289934325	0.557387673
Gene10636	-0.351688398	0.25155402
Gene10637	-0.525135583	0.056615287
Gene10638	-0.655462035	0.086871954
Gene10639	-0.102788825	0.779527873
Gene10640	-0.542382845	0.07892482
Gene10641	-0.244843621	0.542578343
Gene10642	-0.354192144	0.156233795
Gene10643	-0.221165159	0.630857064
Gene10644	-0.243047819	0.429794857
Gene10645	-0.012017919	0.976239445
Gene10646	-0.354828432	0.223678831
Gene10647	-0.045288693	0.895606135
Gene10648	-0.302480277	0.615980793
Gene10649	-0.05573609	0.90129341
Gene10650	-1.733638648	0.010698251
Gene10651	-1.477844032	0.00717528
Gene10652	-0.483091264	0.295988411
Gene10653	-0.066556019	0.856426692
Gene10654	-0.510813198	0.338948651
Gene10655	-0.59647918	0.395969897
Gene10656	-0.617552027	0.313343452
Gene10657	-0.479409115	0.291449384
Gene10658	-0.039120987	0.93508013
Gene10659	-0.280627691	0.363348409
Gene10660	-0.839624505	0.018413646
Gene10661	-0.629770546	0.184112002
Gene10662	-1.548681866	0.000106295
Gene10663	-0.492924902	0.12275284
Gene10664	-0.203334815	0.481096676
Gene10665	-0.089648544	0.697642728
Gene10666	-0.00015333	0.999543888
Gene10667	-0.613773139	0.157230714
Gene10668	-0.475361361	0.112436165
Gene10669	-0.341595001	0.289582189
Gene10670	-1.001875102	0.012687259
Gene10671	-0.050595182	0.863158211
Gene10672	-0.672685932	0.096460952
Gene10673	-0.394348982	0.192941752
Gene10674	-0.097810363	0.619256659
Gene10675	-0.277998934	0.391123695
Gene10676	-0.082777935	0.888738787
Gene10677	-1.487748241	0.461445757
Gene10678	-0.511886442	0.45708606
Gene10679	-0.288094501	0.081415953
Gene10680	-0.101505098	0.842666225
Gene10681	-0.397525309	0.109193922
Gene10682	-0.261307065	0.294049916
Gene10683	-1.048865841	0.012435145
Gene10684	-0.050819889	0.856691015
Gene10685	-0.465904484	0.577990733
Gene10686	-0.977280683	0.028169466
Gene10687	-0.06533107	0.841971041
Gene10688	-0.33789032	0.627985501
Gene10689	-0.471295518	0.200533806
Gene10690	-1.445307116	0.643595014
Gene10691	-1.095715319	0.027800691
Gene10692	-0.519263562	0.273647653
Gene10693	-0.099937863	0.658680464
Gene10694	-0.444565613	0.331784507
Gene10695	-0.201162009	0.398485081
Gene10696	-0.486973106	0.400883833
Gene10697	-0.080738098	0.744885621
Gene10698	-0.1470188	0.630535555
Gene10699	-0.639007451	0.15577082
Gene10700	-0.627229996	0.570163325
Gene10701	-0.408903565	0.138446917
Gene10702	-0.61493059	0.417357226
Gene10703	-0.492483483	0.048054604
Gene10704	-0.230766376	0.395324471
Gene10705	-0.164853171	0.764240989
Gene10706	-0.344576862	0.08623576
Gene10707	-0.537530134	0.40988827
Gene10708	-0.136585078	0.71261528
Gene10709	-0.573233296	0.102919446
Gene10710	-0.13985578	0.788097618
Gene10711	-0.402311957	0.141446497
Gene10712	-0.061340129	0.894115008
Gene10713	-0.998053836	0.1530415
Gene10714	-0.658786227	0.834895277
Gene10715	-1.700126866	0.038849598
Gene10716	-0.229921871	0.44736056
Gene10717	-0.275125933	0.578004143
Gene10718	-0.266485071	0.187789852
Gene10719	-0.033908656	0.939130827
Gene10720	-0.146105358	0.607884274
Gene10721	-0.275797575	0.596396825
Gene10722	-0.222901112	0.372867332
Gene10723	-0.068933845	0.754324476
Gene10724	-0.605391222	0.115530886
Gene10725	-0.09381474	0.793999265
Gene10726	-0.386465492	0.113626148
Gene10727	-0.705235553	0.125659659
Gene10728	-0.671314047	0.071637983
Gene10729	-0.144399253	0.575664018
Gene10730	-1.211447684	0.009998657
Gene10731	-0.159346774	0.527899179
Gene10732	-0.578759831	0.084748869
Gene10733	-0.047928652	0.823506468
Gene10734	-0.704384885	0.377481818
Gene10735	-0.082901663	0.839988905
Gene10736	-0.068367222	0.887937761
Gene10737	-0.551880617	0.162368136
Gene10738	-0.143425892	0.629261478
Gene10739	-0.29482251	0.548283832
Gene10740	-0.44489746	0.138641054
Gene10741	-0.711643077	0.79438236
Gene10742	-0.271098608	0.584897101
Gene10743	-0.092644325	0.892738548
Gene10744	-0.411641194	0.464755409
Gene10745	-0.139459693	0.467466319
Gene10746	-0.468234889	0.196931271
Gene10747	-0.89268749	0.013488163
Gene10748	-0.790708347	0.075472575
Gene10749	-0.172457353	0.624509308
Gene10750	-0.834928156	0.058352094
Gene10751	-1.354923982	0.468359579
Gene10752	-0.130404122	0.789464994
Gene10753	-0.152059649	0.830516611
Gene10754	-0.243839144	0.323626483
Gene10755	-0.301535676	0.259238749
Gene10756	-0.984546702	0.028189797
Gene10757	-0.02148603	0.924192628
Gene10758	-0.147112837	0.645261799
Gene10759	-0.574217672	0.055034332
Gene10760	-0.051791199	0.765538378
Gene10761	-1.778418965	0.025929631
Gene10762	-0.372628422	0.510541238
Gene10763	-0.254237567	0.187770428
Gene10764	-0.021628598	0.93488135
Gene10765	-0.648636227	0.02809327
Gene10766	-0.559643939	0.028139385
Gene10767	-0.04228393	0.926811008
Gene10768	-0.398692618	0.800479241
Gene10769	-0.14234827	0.874966902
Gene10770	-0.113798299	0.804634562
Gene10771	-0.124927747	0.602865008
Gene10772	-0.004552723	0.97789302
Gene10773	-0.530000502	0.219298639
Gene10774	-0.196560016	0.658455349
Gene10775	-0.399182976	0.310897608
Gene10776	-0.068012741	0.84157112
Gene10777	-0.601468604	0.114591666
Gene10778	-0.438810725	0.290990521
Gene10779	-0.202360286	0.428133287
Gene10780	-0.267289727	0.468071993
Gene10781	-0.236357427	0.36622278
Gene10782	-0.113598822	0.874414453
Gene10783	-0.007862604	0.973858306
Gene10784	-0.067663589	0.772815419
Gene10785	-1.12954799	0.142255636
Gene10786	-0.263818459	0.711401246
Gene10787	-0.24092921	0.720382579
Gene10788	-0.623626762	0.333898729
Gene10789	-1.024390964	0.14631492
Gene10790	-0.39267704	0.143205228
Gene10791	-0.674185174	0.305248372
Gene10792	-0.059447827	0.919230344
Gene10793	-0.174203585	0.639161335
Gene10794	-1.219835167	1
Gene10795	-0.14582687	0.560224411
Gene10796	-0.133913311	0.705255511
Gene10797	-0.41464292	0.098143066
Gene10798	-0.058276553	0.865501242
Gene10799	-0.468331334	0.045890661
Gene10800	-0.087849404	0.836429875
Gene10801	-0.125902894	0.705658501
Gene10802	-0.223535396	0.563671249
Gene10803	-0.401303818	0.383821053
Gene10804	-0.766414608	0.059272802
Gene10805	-0.12942967	0.82626155
Gene10806	-0.478387888	0.110977589
Gene10807	-0.202220758	0.400797748
Gene10808	-0.20487954	0.77622258
Gene10809	-0.432699327	0.404653551
Gene10810	-0.31273071	0.327330513
Gene10811	-0.366748473	0.487705081
Gene10812	-0.124010698	0.682453453
Gene10813	-0.5020682	0.170902499
Gene10814	-0.069767961	0.757526269
Gene10815	-0.769633688	0.06584738
Gene10816	-0.399657452	0.218083913
Gene10817	-0.909898382	0.090376307
Gene10818	-0.265465149	0.149855087
Gene10819	-0.196371003	0.626937837
Gene10820	-0.096842008	0.773172075
Gene10821	-0.105151051	0.677060109
Gene10822	-0.122235975	0.601046974
Gene10823	-0.708026143	0.269587596
Gene10824	-0.252058779	0.39534994
Gene10825	-0.26873006	0.301020632
Gene10826	-0.093142604	0.671210841
Gene10827	-0.627338598	0.213795223
Gene10828	-2.381188626	0.217085154
Gene10829	-0.253598312	0.46407588
Gene10830	-0.075981874	0.74002295
Gene10831	-0.410831799	0.211203047
Gene10832	-0.044064686	0.79010219
Gene10833	-0.282710292	0.23348597
Gene10834	-0.239994025	0.387181343
Gene10835	-0.162561705	0.71942647
Gene10836	-0.203708174	0.710776883
Gene10837	-0.143387563	0.776492552
Gene10838	-0.417992443	0.606704406
Gene10839	-0.074870301	0.856331442
Gene10840	-0.282407073	0.474368376
Gene10841	-0.821569693	0.035051695
Gene10842	-0.058134519	0.893906136
Gene10843	-1.654816763	0.325524739
Gene10844	-0.0708969	0.728858559
Gene10845	-0.011871644	0.970348373
Gene10846	-0.851929688	0.192623909
Gene10847	-0.480646966	0.526315215
Gene10848	-0.028987018	0.919509392
Gene10849	-0.074872291	0.850834878
Gene10850	-0.030184883	0.963383136
Gene10851	-0.067901876	0.865038295
Gene10852	-0.295854934	0.239028484
Gene10853	-2.81E-05	0.999920646
Gene10854	-0.375467472	0.575582061
Gene10855	-0.075822316	0.812432293
Gene10856	-0.352797079	0.132554799
Gene10857	-0.163080315	0.643471788
Gene10858	-0.011835236	9.85E-01
Gene10859	-0.281562699	0.41482367
Gene10860	-0.139907325	0.766825012
Gene10861	-0.163012736	0.619044613
Gene10862	-0.425913987	0.674994589
Gene10863	-0.068061132	0.852053372
Gene10864	-0.093554294	0.842704983
Gene10865	-0.035527045	0.897727456
Gene10866	-0.041172274	0.951773497
Gene10867	-0.100623203	0.650786026
Gene10868	-0.326554269	0.349026318
Gene10869	-0.89276535	0.016280027
Gene10870	-1.017773468	0.002990206
Gene10871	-0.16625201	0.655766325
Gene10872	-0.140950358	0.565643153
Gene10873	-0.228700528	0.733134921
Gene10874	-0.674486559	0.022277447
Gene10875	-0.020947509	0.958191273
Gene10876	-0.630561735	0.057775645
Gene10877	-0.214374194	0.635547107
Gene10878	-0.635265519	0.053508317
Gene10879	-0.533740796	0.069069378
Gene10880	-0.156547485	0.567486314
Gene10881	-0.782716413	0.144328657
Gene10882	-2.022379444	0.51736455
Gene10883	-0.163593195	0.555766673
Gene10884	-0.496012332	0.171827122
Gene10885	-0.376155925	0.154714224
Gene10886	-1.445226693	0.643232077
Gene10887	-0.513463884	0.148117499
Gene10888	-0.380563529	0.424264364
Gene10889	-0.595390513	0.02173188
Gene10890	-0.272253112	0.474151991
Gene10891	-0.495647261	0.156927013
Gene10892	-0.592613123	0.036907427
Gene10893	-0.01874291	0.957778686
Gene10894	-0.352225167	0.439937591
Gene10895	-0.081055993	0.760666476
Gene10896	-0.574499343	0.092798735
Gene10897	-0.091813811	0.755955753
Gene10898	-0.340078518	0.561767345
Gene10899	-0.143406828	0.59622605
Gene10900	-0.392982923	0.29594232
Gene10901	-1.639448511	0.043348708
Gene10902	-0.389581803	0.118441797
Gene10903	-0.244473573	0.281222207
Gene10904	-0.253690791	0.58858331
Gene10905	-0.009193466	0.976278128
Gene10906	-0.552249186	0.140642943
Gene10907	-0.44507099	0.16643666
Gene10908	-0.700332151	0.092129865
Gene10909	-0.133363834	0.774873868
Gene10910	-0.217286699	0.66616401
Gene10911	-0.100707937	0.737329859
Gene10912	-0.118675322	0.928525817
Gene10913	-0.249949612	0.27694206
Gene10914	-0.000495755	0.998538793
Gene10915	-1.137095421	0.063412045
Gene10916	-0.129358775	0.796537995
Gene10917	-0.14178624	0.940181753
Gene10918	-0.772124397	0.055961242
Gene10919	-1.705392351	0.281995348
Gene10920	-0.74169068	0.035421671
Gene10921	-0.527821622	0.055321184
Gene10922	-1.143244597	0.125693317
Gene10923	-0.743501312	0.042603805
Gene10924	-0.015568039	0.968894599
Gene10925	-0.012923608	0.951100659
Gene10926	-0.963283735	0.675613079
Gene10927	-1.876379343	0.009398887
Gene10928	-0.354705881	0.199845699
Gene10929	-0.188128749	0.525239018
Gene10930	-0.219930773	0.743699536
Gene10931	-0.169807846	0.598459036
Gene10932	-0.015427796	0.968666631
Gene10933	-0.439351672	0.201961253
Gene10934	-3.900549228	0.001753562
Gene10935	-0.843105056	0.014262747
Gene10936	-0.474649431	0.167887848
Gene10937	-2.332554567	0.003492522
Gene10938	-1.005366341	0.633897945
Gene10939	-0.617890394	0.809773325
Gene10940	-0.022413635	0.955814457
Gene10941	-0.621724868	0.229770423
Gene10942	-0.030133514	0.882849723
Gene10943	-0.225982857	0.321811217
Gene10944	-0.345173594	0.2538516
Gene10945	-0.116305943	0.887976592
Gene10946	-0.084806174	0.751979272
Gene10947	-0.120407678	0.683843944
Gene10948	-1.03332638	0.062538086
Gene10949	-1.398149413	0.117380403
Gene10950	-0.311767741	0.419704936
Gene10951	-0.25552442	0.145745981
Gene10952	-0.020486266	0.92536346
Gene10953	-0.718949405	0.387616509
Gene10954	-0.541172364	0.093072944
Gene10955	-0.936752774	0.039936234
Gene10956	-0.294074762	0.262460751
Gene10957	-0.247749858	0.262038695
Gene10958	-0.812375333	0.325630785
Gene10959	-0.044005776	0.903769319
Gene10960	-0.008477812	0.982039681
Gene10961	-0.234280534	0.390150575
Gene10962	-0.258440221	0.351830694
Gene10963	-0.064536143	0.771997307
Gene10964	-0.11865939	0.76745105
Gene10965	-0.126522478	0.772562689
Gene10966	-0.516635395	4.87E-01
Gene10967	-1.054225823	0.047840961
Gene10968	-0.723662898	0.123762181
Gene10969	-0.33959602	0.422222092
Gene10970	-0.211346127	0.622501449
Gene10971	-0.315139711	0.650385114
Gene10972	-0.116029017	0.828081138
Gene10973	-0.326045949	0.27912533
Gene10974	-1.307983551	0.093843258
Gene10975	-0.252745783	0.598285581
Gene10976	-0.600537634	0.472775377
Gene10977	-0.130067824	0.661377375
Gene10978	-0.478768793	0.372209681
Gene10979	-1.712815674	0.474925244
Gene10980	-0.104612907	0.695540197
Gene10981	-0.675269845	0.298658122
Gene10982	-0.835110123	0.016914132
Gene10983	-0.339061255	0.375630329
Gene10984	-0.39342923	0.229171938
Gene10985	-0.29563043	0.51060101
Gene10986	-0.398553672	0.192492669
Gene10987	-0.609501978	0.224428366
Gene10988	-0.050035168	0.890987238
Gene10989	-0.048479976	0.764578642
Gene10990	-0.138204842	0.965059879
Gene10991	-0.482407687	0.435426706
Gene10992	-2.33447813	0.345226548
Gene10993	-0.127747008	0.550063869
Gene10994	-0.725875676	0.210894959
Gene10995	-0.132192889	0.95947899
Gene10996	-0.026558329	0.926694329
Gene10997	-0.003432276	0.989348036
Gene10998	-0.127355787	0.813969215
Gene10999	-0.948517877	0.072086837
Gene11000	-0.290794021	0.164905901
Gene11001	-0.801839802	0.191925534
Gene11002	-0.231601685	0.912800673
Gene11003	-0.658786227	0.834895277
Gene11004	-0.026095962	0.872449008
Gene11005	-0.282358392	0.291291995
Gene11006	-0.138190978	0.96504449
Gene11007	-0.580858353	3.60E-02
Gene11008	-0.800861057	0.418776543
Gene11009	-0.536690071	0.069054619
Gene11010	-0.391558669	0.190031463
Gene11011	-0.168198114	0.916423752
Gene11012	-1.581024475	0.444074225
Gene11013	-0.389474391	0.487440252
Gene11014	-0.789209148	0.072459946
Gene11015	-1.639818039	0.003360103
Gene11016	-0.017796066	0.933350646
Gene11017	-0.622339105	0.159654941
Gene11018	-1.296738542	0.005742427
Gene11019	-0.096438701	0.668188817
Gene11020	-0.479623899	0.404887822
Gene11021	-0.275776552	0.281227882
Gene11022	-0.352688381	0.400863225
Gene11023	-0.383294442	0.21138548
Gene11024	-0.232796984	0.522828859
Gene11025	-0.133761126	0.747458522
Gene11026	-0.325992952	0.706113972
Gene11027	-0.156684667	0.738741543
Gene11028	-0.134840986	0.71148907
Gene11029	-0.107476799	0.659810534
Gene11030	-0.064746602	0.848267131
Gene11031	-0.218525417	0.634042884
Gene11032	-0.673475789	0.450698272
Gene11033	-1.456795978	0.349870239
Gene11034	-0.549842117	0.084264847
Gene11035	-0.137012299	0.482922798
Gene11036	-0.325715703	0.431932269
Gene11037	-0.345847579	0.63894604
Gene11038	-0.248555641	0.701254302
Gene11039	-1.193584457	0.626492129
Gene11040	-0.582119934	0.173560954
Gene11041	-0.221750259	0.79549958
Gene11042	-0.008307889	0.979240453
Gene11043	-0.097101583	0.71743133
Gene11044	-0.367365195	0.400794298
Gene11045	-0.402107475	0.193876423
Gene11046	-0.086316445	0.736536728
Gene11047	-1.415688137	0.001729924
Gene11048	-0.685241091	0.634298918
Gene11049	-0.308356332	0.396343509
Gene11050	-0.715983755	0.820477956
Gene11051	-0.113914945	0.70374753
Gene11052	-0.260873282	0.439765001
Gene11053	-0.112264985	0.687053227
Gene11054	-3.037977427	0.323167473
Gene11055	-0.082147704	0.814295222
Gene11056	-0.607820435	1.66E-01
Gene11057	-0.914360517	0.407686397
Gene11058	-0.279341485	0.491558458
Gene11059	-0.529398002	0.06119287
Gene11060	-0.586124854	0.199902838
Gene11061	-0.269075609	0.702210694
Gene11062	-0.153061951	0.37722772
Gene11063	-0.068526159	0.852496629
Gene11064	-0.181905255	0.344016823
Gene11065	-0.368450309	0.307360823
Gene11066	-0.171076474	0.71835616
Gene11067	-0.223397809	4.60E-01
Gene11068	-1.326289935	0.05736171
Gene11069	-0.39668542	0.397291639
Gene11070	-0.081713976	0.979374794
Gene11071	-0.137177601	0.626401218
Gene11072	-0.242286647	0.439370929
Gene11073	-0.658786227	0.834895277
Gene11074	-0.189572524	0.586250714
Gene11075	-1.840040376	0.000684584
Gene11076	-1.798293928	0.005249561
Gene11077	-0.142563743	0.500953445
Gene11078	-0.112933159	0.634584802
Gene11079	-1.045706494	0.119721495
Gene11080	-0.35194369	0.251838722
Gene11081	-0.034247728	0.938914039
Gene11082	-0.256415107	0.448927142
Gene11083	-0.722503317	0.046536982
Gene11084	-0.476871729	0.184403782
Gene11085	-0.026987382	0.924160798
Gene11086	-0.033159393	0.894963413
Gene11087	-0.187990449	0.686705545
Gene11088	-0.31755859	0.205494595
Gene11089	-0.134979295	0.587050743
Gene11090	-0.148376063	0.590088742
Gene11091	-0.565012815	0.138801231
Gene11092	-0.550623729	0.175979434
Gene11093	-0.393876521	0.182771967
Gene11094	-0.325802333	0.225618114
Gene11095	-1.078884962	0.018205013
Gene11096	-0.049386839	0.954024356
Gene11097	-0.243075952	0.253071916
Gene11098	-0.564646847	0.085732863
Gene11099	-0.033663526	0.952716735
Gene11100	-0.347555895	0.260360496
Gene11101	-0.203704334	0.567632344
Gene11102	-0.33019155	0.330527434
Gene11103	-0.217037921	0.517835642
Gene11104	-0.050799945	0.927382617
Gene11105	-0.467871257	0.48380744
Gene11106	-0.774333693	0.498391686
Gene11107	-0.140208986	0.707232049
Gene11108	-0.183477772	0.30604663
Gene11109	-0.255550824	0.652636832
Gene11110	-0.336542299	0.264334667
Gene11111	-0.067271346	0.917821615
Gene11112	-0.567007552	0.139129336
Gene11113	-0.3598032	0.252724182
Gene11114	-0.283807106	0.545106477
Gene11115	-0.616195719	0.129141911
Gene11116	-0.218732188	0.442923247
Gene11117	-0.168274567	0.579693276
Gene11118	-0.277679623	0.439846792
Gene11119	-0.235626146	0.273515244
Gene11120	-0.294267969	0.240776753
Gene11121	-0.286190689	0.272977202
Gene11122	-0.430148451	0.632979847
Gene11123	-0.040688847	0.838813563
Gene11124	-0.029478685	0.94943565
Gene11125	-0.477331841	0.135518311
Gene11126	-0.86880512	0.486216543
Gene11127	-0.442834541	0.111409623
Gene11128	-0.266248206	0.252904218
Gene11129	-0.063410907	0.75229595
Gene11130	-0.124506248	0.698885138
Gene11131	-0.339559975	0.539668057
Gene11132	-0.3453673	0.213528165
Gene11133	-0.146614599	0.901033049
Gene11134	-1.5125891	0.479244993
Gene11135	-0.689628935	0.002220645
Gene11136	-0.70933633	0.031852955
Gene11137	-1.038790309	0.065039794
Gene11138	-0.866074127	0.019046086
Gene11139	-1.134804406	0.076506005
Gene11140	-2.469758644	0.002047236
Gene11141	-0.588945728	0.1130462
Gene11142	-0.182665958	0.555328984
Gene11143	-0.401298011	0.178571054
Gene11144	-1.949263983	0.013578514
Gene11145	-0.191608192	0.908543896
Gene11146	-0.017030255	0.946830737
Gene11147	-0.178644633	0.513807918
Gene11148	-1.323513452	0.035173922
Gene11149	-1.029735836	0.038148394
Gene11150	-0.180209771	0.745109
Gene11151	-0.095952353	0.846290931
Gene11152	-0.133558699	0.487482886
Gene11153	-0.244744584	0.214012699
Gene11154	-0.321667328	0.35889786
Gene11155	-0.08367476	0.844321365
Gene11156	-0.066073299	0.798717463
Gene11157	-0.287623398	0.145896888
Gene11158	-0.103726413	0.705274348
Gene11159	-0.465836332	0.28816058
Gene11160	-0.585186387	0.339243565
Gene11161	-0.529390745	0.367976556
Gene11162	-0.111885367	0.774949334
Gene11163	-1.127396543	0.477074207
Gene11164	-0.283273703	0.32734878
Gene11165	-0.501823806	0.181005372
Gene11166	-0.504615437	0.101541968
Gene11167	-0.245086842	0.618358315
Gene11168	-0.864290276	0.772590729
Gene11169	-0.620652383	0.36120444
Gene11170	-0.440353518	0.379435007
Gene11171	-0.042280426	0.94678935
Gene11172	-0.743345503	0.568503901
Gene11173	-0.504560318	0.310199358
Gene11174	-0.306869415	0.351498555
Gene11175	-2.901040173	0.000625755
Gene11176	-0.319427375	0.071045951
Gene11177	-0.137715812	0.536587482
Gene11178	-0.024389649	0.964657272
